name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
1	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
2	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
3	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
4	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
5	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
6	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
7	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
8	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
9	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
10	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
11	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
12	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
13	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
14	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
15	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
16	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
17	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
18	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
19	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
20	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
21	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
22	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
23	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
24	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
25	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
26	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
27	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
28	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
29	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
30	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
31	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
32	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
33	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
34	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
35	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
36	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
37	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
38	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
39	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
40	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
41	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
42	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
43	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
44	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
45	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
46	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
47	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
48	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
49	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
50	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
51	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
52	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
53	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
54	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
55	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
56	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
57	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
58	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
59	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
60	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
61	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
62	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
63	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
64	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
65	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
66	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
67	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
68	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
69	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
70	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
71	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
72	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
73	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
74	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
75	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
76	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
77	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
78	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
79	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
80	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
81	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
82	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
83	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
84	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
85	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
86	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
87	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
88	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
89	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
90	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
91	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
92	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
93	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
94	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
95	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
96	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
97	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
98	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
99	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
100	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
101	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
102	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
103	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
104	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
105	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
106	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
107	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
108	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
109	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
110	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
111	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
112	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
113	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
114	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
115	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
116	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
117	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
118	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
119	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
120	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
121	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
122	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
123	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
124	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
125	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
126	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
127	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
128	EEG	V	0.0	250.0	ElectroEncephaloGram	500.0	good	n/a
